,avgpss,batchid,computingsite,cpu_eff,cpuconsumptiontime,modificationhost,pandaid,wall_time
1119,929740.0,6481290,IN2P3-CC,0.92326385,7219,ccwsge0817,2858906233,7819
1120,1876090.0,6458896,IN2P3-CC,0.9831692,18167,ccwsge0817,2858546070,18478
1121,1388821.0,6458627,IN2P3-CC,0.98150283,17882,ccwsge0566,2858545650,18219
1122,1939617.0,6458540,IN2P3-CC,0.97754836,21683,ccwsge0705,2858545469,22181
1123,1943845.0,6459217,IN2P3-CC,0.9823816,18958,ccwsge0826,2858546217,19298
1124,1706676.0,6458875,IN2P3-CC,0.97509265,20788,ccwsge0232,2858546065,21319
1125,1914346.0,6460407,IN2P3-CC,0.9812225,17610,ccwsge1160,2858547854,17947
1126,1876776.0,6460408,IN2P3-CC,0.98060846,17244,ccwsge1115,2858547858,17585
1127,1636498.0,6460761,IN2P3-CC,0.96880704,12734,ccwsge0170,2858620818,13144
1128,1633144.0,6471181,IN2P3-CC,0.9731531,10657,ccwsge1157,2858676227,10951
1129,1638685.0,6471040,IN2P3-CC,0.97103333,10459,ccwsge1159,2858676167,10771
1130,1637839.0,6469580,IN2P3-CC,0.96858186,10081,ccwsge0581,2858676169,10408
1131,1625895.0,6471039,IN2P3-CC,0.96810806,10321,ccwsge0936,2858676170,10661
1132,1596124.0,6468434,IN2P3-CC,0.9599113,5627,ccwsge0253,2858635836,5862
1133,1655467.0,6461042,IN2P3-CC,0.96303636,11177,ccwsge0241,2858622991,11606
1134,126678.0,6484487,IN2P3-CC,0.90522796,3792,ccwsge0724,2858958285,4189
1135,1769996.0,6460876,IN2P3-CC,0.96437657,11370,ccwsge0726,2858622818,11790
1136,1586787.0,6469208,IN2P3-CC,0.97034436,6086,ccwsge0774,2858635956,6272
1137,1642418.0,6469382,IN2P3-CC,0.9607143,5918,ccwsge0183,2858637969,6160
1138,1608227.0,6469528,IN2P3-CC,0.96995157,6811,ccwsge1127,2858637970,7022
1139,1626539.0,6469647,IN2P3-CC,0.9706753,6885,ccwsge0599,2858641535,7093
1140,1669250.0,6460936,IN2P3-CC,0.97409093,10903,ccwsge0829,2858622862,11193
1141,1552407.0,6460953,IN2P3-CC,0.97982615,12288,ccwsge0766,2858622866,12541
1142,1250636.0,6484582,IN2P3-CC,0.91191274,3261,ccwsge0819,2858958352,3576
1143,1323496.0,6485059,IN2P3-CC,0.9155827,3449,ccwsge0938,2858958319,3767
1144,1604986.0,6460950,IN2P3-CC,0.952449,11998,ccwsge0831,2858622868,12597
1145,1671987.0,6460945,IN2P3-CC,0.9742313,11153,ccwsge0759,2858622871,11448
1146,1623446.0,6461083,IN2P3-CC,0.9704264,11288,ccwsge0143,2858623024,11632
1147,1612459.0,6469674,IN2P3-CC,0.95513403,5237,ccwsge0731,2858641631,5483
1148,1626837.0,6474204,IN2P3-CC,0.9666147,7441,ccwsge0564,2858716086,7698
1149,1252364.0,6485049,IN2P3-CC,0.8851451,3599,ccwsge1159,2858952912,4066
1150,1694008.0,6471180,IN2P3-CC,0.9631635,9962,ccwsge0946,2858676209,10343
1151,1793344.0,6471179,IN2P3-CC,0.9722897,11614,ccwsge0256,2858676211,11945
1152,1557365.0,6474249,IN2P3-CC,0.9627675,6749,ccwsge0792,2858716075,7010
1153,1590903.0,6474201,IN2P3-CC,0.97379196,8323,ccwsge0601,2858716080,8547
1154,1710601.0,6474212,IN2P3-CC,0.9708438,8491,ccwsge0943,2858716105,8746
1155,1702051.0,6460871,IN2P3-CC,0.962963,11232,ccwsge0113,2858622850,11664
1156,1609138.0,6474245,IN2P3-CC,0.9604743,7776,ccwsge0192,2858716057,8096
1157,1605130.0,6474265,IN2P3-CC,0.96911246,7938,ccwsge1157,2858716133,8191
1158,1781282.0,6455909,IN2P3-CC,0.9791267,20405,ccwsge0133,2858547452,20840
1159,1673355.0,6460858,IN2P3-CC,0.96837085,11175,ccwsge0684,2858622774,11540
1160,1717770.0,6460864,IN2P3-CC,0.9695122,11130,ccwsge0264,2858622777,11480
1161,1637165.0,6474184,IN2P3-CC,0.96602315,7506,ccwsge0341,2858715981,7770
1162,1693119.0,6473850,IN2P3-CC,0.9659022,7960,ccwsge0142,2858715983,8241
1163,1609087.0,6474185,IN2P3-CC,0.97253674,7472,ccwsge0749,2858715984,7683
1164,1625493.0,6474238,IN2P3-CC,0.96842235,7759,ccwsge0570,2858715991,8012
1165,1592266.0,6474191,IN2P3-CC,0.9683649,7622,ccwsge1158,2858715999,7871
1166,1696822.0,6460954,IN2P3-CC,0.9720663,14198,ccwsge0240,2858622970,14606
1167,1664258.0,6460875,IN2P3-CC,0.9670178,11933,ccwsge0730,2858622829,12340
1168,1682521.0,6470928,IN2P3-CC,0.97599286,10936,ccwsge0604,2858676063,11205
1169,1631015.0,6470525,IN2P3-CC,0.96118987,7529,ccwsge0272,2858678049,7833
1170,1299720.0,6485068,IN2P3-CC,0.7877868,2335,ccwsge0931,2858969081,2964
1171,1596621.0,6474110,IN2P3-CC,0.97220725,9025,ccwsge1141,2858715930,9283
1172,1594144.0,6473843,IN2P3-CC,0.9675402,6498,ccwsge0756,2858715934,6716
1173,1629825.0,6471034,IN2P3-CC,0.9674164,10065,ccwsge1146,2858676138,10404
1174,1602831.0,6473844,IN2P3-CC,0.9710889,7759,ccwsge0777,2858715945,7990
1175,1682513.0,6460747,IN2P3-CC,0.96769494,10634,ccwsge0119,2858620808,10989
1176,1250424.0,6485043,IN2P3-CC,0.9073612,2909,ccwsge0751,2858952890,3206
1177,1624702.0,6469268,IN2P3-CC,0.9723514,11711,ccwsge0948,2858676033,12044
1178,1657405.0,6460963,IN2P3-CC,0.97008055,10959,ccwsge0943,2858622901,11297
1179,1775759.0,6460973,IN2P3-CC,0.96493065,11969,ccwsge0231,2858622904,12404
1180,1611088.0,6474487,IN2P3-CC,0.9642639,7906,ccwsge0823,2858716258,8199
1181,1640171.0,6474330,IN2P3-CC,0.9688378,7586,ccwsge0594,2858716171,7830
1182,1579985.0,6474324,IN2P3-CC,0.96338975,6605,ccwsge0801,2858716174,6856
1183,1499344.0,6474599,IN2P3-CC,0.969523,7094,ccwsge0834,2858716282,7317
1184,1603686.0,6474600,IN2P3-CC,0.96829623,7269,ccwsge0752,2858716285,7507
1185,1608150.0,6474573,IN2P3-CC,0.96945554,8760,ccwsge0600,2858716291,9036
1186,1607698.0,6474563,IN2P3-CC,0.9746292,7491,ccwsge0594,2858716265,7686
1187,1707325.0,6474567,IN2P3-CC,0.9620434,6742,ccwsge0357,2858716266,7008
1188,1654695.0,6474582,IN2P3-CC,0.9645522,8272,ccwsge0254,2858716318,8576
1189,1595215.0,6474586,IN2P3-CC,0.9706736,6686,ccwsge0792,2858716328,6888
1190,1632457.0,6474706,IN2P3-CC,0.97368103,8139,ccwsge0566,2858716340,8359
1191,1581232.0,6474422,IN2P3-CC,0.96410453,7601,ccwsge0752,2858716196,7884
1192,1622777.0,6474597,IN2P3-CC,0.968759,6729,ccwsge0778,2858716276,6946
1193,1641910.0,6474572,IN2P3-CC,0.95954734,7970,ccwsge0245,2858716292,8306
1194,1716974.0,6474608,IN2P3-CC,0.9693673,7753,ccwsge0123,2858716310,7998
1195,1723118.0,6474578,IN2P3-CC,0.958044,6622,ccwsge0129,2858716317,6912
1196,1275301.0,6484633,IN2P3-CC,0.8851657,2351,ccwsge0338,2858945928,2656
1197,2480577.0,6476073,IN2P3-CC,0.95249915,5755,ccwsge0933,2858816863,6042
1198,2477152.0,6476089,IN2P3-CC,0.95099694,5628,ccwsge0174,2858816870,5918
1199,1658291.0,6460867,IN2P3-CC,0.9640455,11610,ccwsge0251,2858622846,12043
1200,1789724.0,6460724,IN2P3-CC,0.976593,22989,ccwsge0699,2858620824,23540
1201,1509403.0,6460850,IN2P3-CC,0.9691215,12554,ccwsge0340,2858622797,12954
1202,1744780.0,6471066,IN2P3-CC,0.968025,9597,ccwsge0212,2858676176,9914
1203,1890763.0,6458954,IN2P3-CC,0.97847676,18821,ccwsge0776,2858546144,19235
1204,1728100.0,6458937,IN2P3-CC,0.9732768,19048,ccwsge0175,2858546097,19571
1205,1697408.0,6425389,IN2P3-CC,0.94824535,6431,ccwsge0591,2858280798,6782
1206,1685991.0,6458950,IN2P3-CC,0.97629464,20304,ccwsge0686,2858546158,20797
1207,1987024.0,6459133,IN2P3-CC,0.9826919,18282,ccwsge0598,2858546206,18604
1208,1978397.0,6457586,IN2P3-CC,0.9778017,19073,ccwsge0944,2858545447,19506
1209,1651610.0,6458555,IN2P3-CC,0.97409856,21963,ccwsge0127,2858545512,22547
1210,1821450.0,6458909,IN2P3-CC,0.9764336,20468,ccwsge0731,2858546088,20962
1211,1738634.0,6457513,IN2P3-CC,0.9773719,21510,ccwsge0237,2858545477,22008
1212,1734473.0,6457280,IN2P3-CC,0.98132384,19599,ccwsge0824,2858545538,19972
1213,1936515.0,6458943,IN2P3-CC,0.9742502,20204,ccwsge0104,2858546169,20738
1214,1935286.0,6457200,IN2P3-CC,0.9770312,19397,ccwsge0191,2858545858,19853
1215,1840744.0,6458949,IN2P3-CC,0.9748964,20699,ccwsge0203,2858546166,21232
1216,1998127.0,6458752,IN2P3-CC,0.9783668,20080,ccwsge0234,2858545868,20524
1217,1816242.0,6458995,IN2P3-CC,0.97848564,22240,ccwsge0235,2858546189,22729
1218,1796151.0,6458860,IN2P3-CC,0.9789637,19592,ccwsge0336,2858545898,20013
1219,1701273.0,6458932,IN2P3-CC,0.9788554,26202,ccwsge0151,2858546172,26768
1220,1965281.0,6457596,IN2P3-CC,0.9768246,20063,ccwsge0215,2858545452,20539
1221,1909430.0,6457591,IN2P3-CC,0.9789631,19033,ccwsge1148,2858545453,19442
1222,2030961.0,6458754,IN2P3-CC,0.9794788,18567,ccwsge0934,2858545884,18956
1223,1659642.0,6457574,IN2P3-CC,0.97998434,18801,ccwsge0576,2858545430,19185
1224,1580942.0,6470541,IN2P3-CC,0.9659979,6307,ccwsge0767,2858678118,6529
1225,1671075.0,6472840,IN2P3-CC,0.9677584,7564,ccwsge0136,2858678127,7816
1226,1614742.0,6470610,IN2P3-CC,0.9609294,7403,ccwsge0760,2858678152,7704
1227,1661841.0,6476082,IN2P3-CC,0.9588371,6662,ccwsge1161,2858716635,6948
1228,1685304.0,6475866,IN2P3-CC,0.96750987,8338,ccwsge0802,2858716605,8618
1229,1744143.0,6475950,IN2P3-CC,0.95400494,7301,ccwsge0686,2858716613,7653
1230,1679990.0,6475953,IN2P3-CC,0.9740688,8264,ccwsge0596,2858716621,8484
1231,1676952.0,6475867,IN2P3-CC,0.9684481,7919,ccwsge0198,2858716626,8177
1232,1672768.0,6460740,IN2P3-CC,0.969789,11492,ccwsge0933,2858620767,11850
1233,1634479.0,6460720,IN2P3-CC,0.96950126,10808,ccwsge1131,2858620757,11148
1234,774519.0,6485183,IN2P3-CC,0.7240896,1034,ccwsge0605,2858987775,1428
1235,1811283.0,6475309,IN2P3-CC,0.96711844,8206,ccwsge0754,2858838909,8485
1236,1937517.0,6458608,IN2P3-CC,0.97697973,22281,ccwsge0167,2858545670,22806
1237,1845171.0,6458885,IN2P3-CC,0.97686434,20605,ccwsge0233,2858545987,21093
1238,1902131.0,6457183,IN2P3-CC,0.98142296,20815,ccwsge0604,2858545712,21209
1239,1934059.0,6459056,IN2P3-CC,0.9799058,21847,ccwsge0145,2858546201,22295
1240,1798361.0,6459053,IN2P3-CC,0.9827847,18839,ccwsge0824,2858546197,19169
1241,1762881.0,6457093,IN2P3-CC,0.98296183,22269,ccwsge0833,2858545692,22655
1242,1704615.0,6475274,IN2P3-CC,0.96826136,8298,ccwsge0819,2858716485,8570
1243,1660750.0,6475310,IN2P3-CC,0.951252,7142,ccwsge0184,2858716474,7508
1244,1689826.0,6475426,IN2P3-CC,0.96577495,7365,ccwsge0807,2858716476,7626
1245,1984292.0,6459259,IN2P3-CC,0.9768762,18757,ccwsge0212,2858546238,19201
1246,1729122.0,6460957,IN2P3-CC,0.9598307,12019,ccwsge0191,2858622958,12522
1247,1671627.0,6475061,IN2P3-CC,0.9654365,7011,ccwsge0564,2858716461,7262
1248,1739743.0,6474871,IN2P3-CC,0.95968676,6618,ccwsge0730,2858716445,6896
1249,1844203.0,6458915,IN2P3-CC,0.97544193,18430,ccwsge0208,2858546143,18894
1250,1660147.0,6461076,IN2P3-CC,0.9698125,12208,ccwsge0937,2858623008,12588
1251,1913696.0,6458903,IN2P3-CC,0.9775594,19995,ccwsge1126,2858546083,20454
1252,1920993.0,6458919,IN2P3-CC,0.9739282,19537,ccwsge0207,2858546105,20060
1253,1751351.0,6460352,IN2P3-CC,0.980671,17656,ccwsge1139,2858547840,18004
1254,758707.0,6474334,IN2P3-CC,0.97266084,12381,ccwsge0239,2858818042,12729
1255,2166267.0,6460587,IN2P3-CC,0.9745223,12699,ccwsge0118,2858611029,13031
1256,1338931.0,6484938,IN2P3-CC,0.92689097,8431,ccwsge0575,2858948888,9096
1257,2170540.0,6460588,IN2P3-CC,0.97762614,12322,ccwsge0759,2858611027,12604
1258,1294116.0,6485700,IN2P3-CC,0.8747698,2375,ccwsge0767,2859028410,2715
1259,1591237.0,6483784,IN2P3-CC,0.973513,6285,ccwsge0769,2858911640,6456
1260,1687401.0,6483647,IN2P3-CC,0.9601889,5692,ccwsge0780,2858911635,5928
1261,827072.0,6485701,IN2P3-CC,0.740668,377,ccwsge0802,2859028412,509
1262,1714344.0,6483253,IN2P3-CC,0.95927286,5488,ccwsge0790,2858911606,5721
1263,1700964.0,6483643,IN2P3-CC,0.9660069,6735,ccwsge0818,2858911616,6972
1264,1818709.0,6483641,IN2P3-CC,0.9587614,6626,ccwsge0225,2858911618,6911
1265,1073150.0,6487454,IN2P3-CC,0.9643352,2785,ccwsge1161,2858965834,2888
1266,1825432.0,6483320,IN2P3-CC,0.96599585,6960,ccwsge0804,2858911630,7205
1267,1544514.0,6483991,IN2P3-CC,0.94224596,5286,ccwsge0696,2858916852,5610
1268,2050765.0,6474446,IN2P3-CC,0.97502404,12180,ccwsge0808,2858805084,12492
1269,1278699.0,6489716,IN2P3-CC,0.8802817,1750,ccwsge0214,2859045418,1988
1270,2160348.0,6474491,IN2P3-CC,0.9720703,13504,ccwsge1147,2858805081,13892
1271,838366.0,6488283,IN2P3-CC,0.88243246,653,ccwsge0609,2859054337,740
1272,2634479.0,6485185,IN2P3-CC,0.9291724,4749,ccwsge0202,2858983268,5111
1273,2510532.0,6484891,IN2P3-CC,0.9382434,4102,ccwsge0758,2858984400,4372
1274,2571547.0,6485187,IN2P3-CC,0.92775494,4058,ccwsge0248,2858983275,4374
1275,858417.0,6484877,IN2P3-CC,0.9436041,5053,ccwsge0263,2858983262,5355
1276,2461322.0,6484886,IN2P3-CC,0.92758054,3945,ccwsge1128,2858983299,4253
1277,2430290.0,6473062,IN2P3-CC,0.9766476,18109,ccwsge0792,2858796200,18542
1278,965904.0,6495483,IN2P3-CC,0.87647057,596,ccwsge0825,2859072632,680
1279,2598177.0,6485433,IN2P3-CC,0.93030447,3911,ccwsge0817,2858984413,4204
1280,2598515.0,6485280,IN2P3-CC,0.92661774,4167,ccwsge0823,2858983287,4497
1281,2386936.0,6484885,IN2P3-CC,0.9246147,4440,ccwsge0341,2858983297,4802
1282,1902404.0,6475975,IN2P3-CC,0.9506262,7894,ccwsge0577,2858819869,8304
1283,1868233.0,6476080,IN2P3-CC,0.967801,8987,ccwsge0803,2858819876,9286
1284,1546096.0,6475968,IN2P3-CC,0.9593095,8558,ccwsge0161,2858819859,8921
1285,997662.0,6475966,IN2P3-CC,0.96175426,10285,ccwsge1117,2858819872,10694
1286,1020332.0,6492783,IN2P3-CC,0.9226268,1419,ccwsge1149,2859063328,1538
1287,2413456.0,6484786,IN2P3-CC,0.9316362,4538,ccwsge0603,2858974954,4871
1288,2558821.0,6484791,IN2P3-CC,0.94169265,4829,ccwsge0570,2858974971,5128
1289,2523669.0,6485089,IN2P3-CC,0.8903846,4167,ccwsge0770,2858974952,4680
1290,551288.0,6492972,IN2P3-CC,0.51068884,215,ccwsge0276,2859063683,421
1291,513278.0,6489400,IN2P3-CC,0.6130653,244,ccwsge0602,2859041492,398
1292,865283.0,6501286,IN2P3-CC,0.85,629,ccwsge0805,2859097742,740
1293,1825067.0,6483473,IN2P3-CC,0.9789979,12446,ccwsge0937,2858766800,12713
1294,1751042.0,6483339,IN2P3-CC,0.9779442,14366,ccwsge0363,2858766790,14690
1295,1714742.0,6483797,IN2P3-CC,0.9750918,15933,ccwsge0222,2858766787,16340
1296,1674361.0,6478257,IN2P3-CC,0.97839946,13815,ccwsge0125,2858710365,14120
1297,1780279.0,6476914,IN2P3-CC,0.976156,14820,ccwsge0732,2858708212,15182
1298,1650401.0,6476691,IN2P3-CC,0.98022443,13978,ccwsge0782,2858708083,14260
1299,1480514.0,6476753,IN2P3-CC,0.9830366,12865,ccwsge0794,2858708346,13087
1300,1777204.0,6476726,IN2P3-CC,0.978671,15096,ccwsge0244,2858708266,15425
1301,1612277.0,6477490,IN2P3-CC,0.9825891,13093,ccwsge0609,2858709763,13325
1302,1821482.0,6476890,IN2P3-CC,0.9796547,15890,ccwsge0237,2858708038,16220
1303,1777279.0,6477939,IN2P3-CC,0.98275626,14191,ccwsge0798,2858710082,14440
1304,1764814.0,6476334,IN2P3-CC,0.97871536,15588,ccwsge0206,2858707960,15927
1305,1601424.0,6478152,IN2P3-CC,0.97991073,11853,ccwsge0759,2858710361,12096
1306,1689701.0,6478767,IN2P3-CC,0.9796299,14187,ccwsge0566,2858710022,14482
1307,1660425.0,6477622,IN2P3-CC,0.9782972,14064,ccwsge0765,2858710053,14376
1308,242002.0,6507311,IN2P3-CC,0.33840305,89,ccwsge1150,2858523492,263
1309,1351844.0,6476783,IN2P3-CC,0.97969437,13654,ccwsge0763,2858708509,13937
1310,1987864.0,6474483,IN2P3-CC,0.9697149,9830,ccwsge0753,2858819656,10137
1311,2034855.0,6475962,IN2P3-CC,0.9671522,9628,ccwsge0758,2858819667,9955
1312,288312.0,6507308,IN2P3-CC,0.22222222,72,ccwsge0583,2858523500,324
1313,2485820.0,6486834,IN2P3-CC,0.95085824,4044,ccwsge0593,2859017747,4253
1314,2647944.0,6486001,IN2P3-CC,0.9310618,4700,ccwsge0564,2859016962,5048
1315,2540333.0,6485997,IN2P3-CC,0.93148184,4595,ccwsge0829,2859016881,4933
1316,164897.0,6486937,IN2P3-CC,0.9265709,5161,ccwsge0174,2859017943,5570
1317,2764962.0,6486395,IN2P3-CC,0.9314079,5160,ccwsge0176,2859017741,5540
1318,2621924.0,6486837,IN2P3-CC,0.9355066,5309,ccwsge0695,2859017815,5675
1319,2479366.0,6485988,IN2P3-CC,0.9410041,4817,ccwsge1145,2859012967,5119
1320,354791.0,6504652,IN2P3-CC,0.06994619,182,ccwsge1127,2858523034,2602
1321,2677556.0,6486833,IN2P3-CC,0.9401914,5502,ccwsge0131,2859017758,5852
1322,2579003.0,6486153,IN2P3-CC,0.93872464,5270,ccwsge0359,2859012907,5614
1323,2571414.0,6485631,IN2P3-CC,0.9202789,4883,ccwsge0730,2859012902,5306
1324,2659202.0,6486238,IN2P3-CC,0.94585514,5066,ccwsge0777,2859012952,5356
1325,2584702.0,6486147,IN2P3-CC,0.8945681,4743,ccwsge0107,2859012882,5302
1326,210793.0,6508995,IN2P3-CC,0.23214285,104,ccwsge0574,2859160313,448
1327,1222892.0,6503026,IN2P3-CC,0.8564163,2189,ccwsge0933,2859099047,2556
1328,1244611.0,6503028,IN2P3-CC,0.89366055,2185,ccwsge0134,2859099050,2445
1329,1241949.0,6503012,IN2P3-CC,0.8888889,2224,ccwsge0934,2859099048,2502
1330,1254082.0,6503027,IN2P3-CC,0.8956422,2343,ccwsge0708,2859099046,2616
1331,1861940.0,6481985,IN2P3-CC,0.97927386,19608,ccwsge0218,2858716698,20023
1332,1662253.0,6483454,IN2P3-CC,0.98011255,15672,ccwsge0760,2858765755,15990
1333,1855935.0,6482362,IN2P3-CC,0.9798805,17874,ccwsge0266,2858717956,18241
1334,1811690.0,6480064,IN2P3-CC,0.97545195,18994,ccwsge0150,2858711945,19472
1335,1794552.0,6480143,IN2P3-CC,0.97676367,18664,ccwsge0124,2858715077,19108
1336,1718634.0,6480800,IN2P3-CC,0.97896916,17968,ccwsge0209,2858715407,18354
1337,1742784.0,6480419,IN2P3-CC,0.9795657,18360,ccwsge1119,2858715298,18743
1338,1674499.0,6482833,IN2P3-CC,0.9771356,17650,ccwsge0110,2858719346,18063
1339,1780473.0,6482664,IN2P3-CC,0.98462933,16271,ccwsge0605,2858717951,16525
1340,1817836.0,6484071,IN2P3-CC,0.9767816,15187,ccwsge0235,2858770535,15548
1341,1689227.0,6481252,IN2P3-CC,0.9820433,15860,ccwsge0774,2858715955,16150
1342,1736087.0,6481990,IN2P3-CC,0.98178715,17843,ccwsge0598,2858716720,18174
1343,1987507.0,6481013,IN2P3-CC,0.9794545,13539,ccwsge1145,2858716432,13823
1344,1689305.0,6482830,IN2P3-CC,0.9826014,17564,ccwsge0754,2858719339,17875
1345,1645422.0,6482235,IN2P3-CC,0.97748727,15327,ccwsge0749,2858718078,15680
1346,1861178.0,6481284,IN2P3-CC,0.9783744,14613,ccwsge0596,2858716746,14936
1347,1636196.0,6481018,IN2P3-CC,0.98041594,16971,ccwsge0827,2858716506,17310
1348,1665252.0,6481011,IN2P3-CC,0.98240733,17646,ccwsge0562,2858716483,17962
1349,1874426.0,6481006,IN2P3-CC,0.9778255,16845,ccwsge0161,2858716368,17227
1350,1691684.0,6481890,IN2P3-CC,0.9800893,16244,ccwsge0593,2858716659,16574
1351,1795031.0,6480991,IN2P3-CC,0.9796343,15537,ccwsge0586,2858715658,15860
1352,1755207.0,6483449,IN2P3-CC,0.97719073,18422,ccwsge0275,2858765746,18852
1353,1888942.0,6484255,IN2P3-CC,0.97954714,14320,ccwsge0166,2858770670,14619
1354,1812582.0,6484091,IN2P3-CC,0.9764166,12545,ccwsge1138,2858771124,12848
1355,1813494.0,6480405,IN2P3-CC,0.98219687,16882,ccwsge0606,2858715090,17188
1356,997054.0,6508218,IN2P3-CC,0.9193268,1584,ccwsge0124,2859153315,1723
1357,1800718.0,6484252,IN2P3-CC,0.9785685,14246,ccwsge0824,2858770664,14558
1358,1789972.0,6484369,IN2P3-CC,0.97716063,14461,ccwsge0708,2858771148,14799
1359,1702760.0,6484089,IN2P3-CC,0.9792281,13954,ccwsge0569,2858771107,14250
1360,1861246.0,6483980,IN2P3-CC,0.9785714,13289,ccwsge0777,2858770146,13580
1361,1809771.0,6483451,IN2P3-CC,0.98144275,15496,ccwsge0749,2858765737,15789
1362,1692900.0,6482676,IN2P3-CC,0.97693104,16050,ccwsge0832,2858718092,16429
1363,1670569.0,6482361,IN2P3-CC,0.9821918,13623,ccwsge0757,2858717940,13870
1364,1966818.0,6482389,IN2P3-CC,0.97729445,18422,ccwsge0278,2858759595,18850
1365,231657.0,6503928,IN2P3-CC,0.5982609,344,ccwsge0213,2859098343,575
1366,1788966.0,6483888,IN2P3-CC,0.9784761,13638,ccwsge0750,2858770666,13938
1367,1778415.0,6483704,IN2P3-CC,0.975235,15043,ccwsge0333,2858769279,15425
1368,1876872.0,6484087,IN2P3-CC,0.9779679,16690,ccwsge0706,2858771096,17066
1369,1854841.0,6481026,IN2P3-CC,0.9762111,18056,ccwsge0139,2858716755,18496
1370,1734317.0,6482353,IN2P3-CC,0.98068935,16048,ccwsge0579,2858716857,16364
1371,1727621.0,6483977,IN2P3-CC,0.9787093,13285,ccwsge0771,2858770739,13574
1372,1875750.0,6484275,IN2P3-CC,0.97608477,12530,ccwsge1112,2858770704,12837
1373,1819647.0,6483788,IN2P3-CC,0.97925204,18879,ccwsge0276,2858765914,19279
1374,2014861.0,6480997,IN2P3-CC,0.9774237,17361,ccwsge1108,2858715904,17762
1375,1676642.0,6481889,IN2P3-CC,0.9820676,13746,ccwsge0765,2858716611,13997
1376,1778730.0,6480408,IN2P3-CC,0.9773585,15022,ccwsge0810,2858715133,15370
1377,1680944.0,6481983,IN2P3-CC,0.98056555,16852,ccwsge0827,2858716676,17186
1378,1887604.0,6480065,IN2P3-CC,0.97708535,19316,ccwsge0170,2858711947,19769
1379,1807212.0,6483889,IN2P3-CC,0.9743627,13606,ccwsge0144,2858770687,13964
1380,1670575.0,6481293,IN2P3-CC,0.97833854,17253,ccwsge0760,2858716838,17635
1381,1821340.0,6483997,IN2P3-CC,0.9791651,12689,ccwsge0784,2858770333,12959
1382,1783301.0,6480803,IN2P3-CC,0.9818759,17011,ccwsge0603,2858715417,17325
1383,1785690.0,6483245,IN2P3-CC,0.9773858,17288,ccwsge0261,2858765745,17688
1384,1773419.0,6480561,IN2P3-CC,0.9767799,14008,ccwsge0794,2858715375,14341
1385,1986251.0,6484088,IN2P3-CC,0.9776236,13806,ccwsge0719,2858771102,14122
1386,1892408.0,6483239,IN2P3-CC,0.97814673,17143,ccwsge1119,2858765739,17526
1387,1686955.0,6482675,IN2P3-CC,0.9810963,17075,ccwsge0581,2858718086,17404
1388,193141.0,6503830,IN2P3-CC,0.6164818,389,ccwsge0105,2859098324,631
1389,1737918.0,6483712,IN2P3-CC,0.9763614,16728,ccwsge0153,2858770204,17133
1390,1725944.0,6481017,IN2P3-CC,0.982846,16673,ccwsge0563,2858716574,16964
1391,260933.0,6503688,IN2P3-CC,0.6031128,310,ccwsge0608,2859098303,514
1392,1873034.0,6483786,IN2P3-CC,0.9792316,18530,ccwsge0279,2858765913,18923
1393,1775480.0,6483724,IN2P3-CC,0.9782078,12030,ccwsge0821,2858770244,12298
1394,1790190.0,6484274,IN2P3-CC,0.9807144,13069,ccwsge0576,2858770699,13326
1395,524632.0,6507015,IN2P3-CC,0.2322861,695,ccwsge0174,2858980726,2992
1396,1670020.0,6483983,IN2P3-CC,0.9787264,13848,ccwsge0567,2858770166,14149
1397,1675188.0,6482853,IN2P3-CC,0.97834504,14909,ccwsge0599,2858759552,15239
1398,1708691.0,6480062,IN2P3-CC,0.9760911,18943,ccwsge0161,2858711938,19407
1399,1838634.0,6480808,IN2P3-CC,0.97803676,16699,ccwsge0160,2858715825,17074
1400,1720786.0,6482857,IN2P3-CC,0.9806429,14033,ccwsge0831,2858759579,14310
1401,1712063.0,6480145,IN2P3-CC,0.9771167,18788,ccwsge0692,2858715103,19228
1402,1695967.0,6482851,IN2P3-CC,0.97771245,15968,ccwsge0936,2858758868,16332
1403,1793303.0,6479968,IN2P3-CC,0.9785377,17599,ccwsge0120,2858711785,17985
1404,1924396.0,6482662,IN2P3-CC,0.9773356,14489,ccwsge1140,2858717978,14825
1405,1659746.0,6479965,IN2P3-CC,0.9771629,16987,ccwsge0192,2858711806,17384
1406,1731875.0,6480406,IN2P3-CC,0.97942775,19853,ccwsge1124,2858715096,20270
1407,1773180.0,6480794,IN2P3-CC,0.9795137,18169,ccwsge0269,2858715387,18549
1408,1817921.0,6483709,IN2P3-CC,0.97551537,14622,ccwsge0246,2858770208,14989
1409,1752058.0,6484086,IN2P3-CC,0.9787852,14487,ccwsge0128,2858771091,14801
1410,240686.0,6503829,IN2P3-CC,0.55135953,365,ccwsge0258,2859098615,662
1411,1656539.0,6481611,IN2P3-CC,0.98007816,15300,ccwsge0819,2858717905,15611
1412,1754721.0,6481608,IN2P3-CC,0.9816123,15001,ccwsge0590,2858717888,15282
1413,1860698.0,6482356,IN2P3-CC,0.97898024,18816,ccwsge0130,2858717927,19220
1414,295434.0,6506674,IN2P3-CC,0.038999703,131,ccwsge0341,2858579992,3359
1415,820350.0,6510102,IN2P3-CC,0.8897059,605,ccwsge0771,2859169971,680
1416,1632787.0,6482671,IN2P3-CC,0.98055404,16035,ccwsge0827,2858717997,16353
