COUNT(*)	SUM(MLENGTH)	SUM(MBYTES)	SCOPE	TRUNC(MEOL_AT,'MM')
19	19	3795468948	data11_cos	2021-02-01 00:00:00.0
61	6432	5338410439044	data11_hi	2110-07-01 00:00:00.0
9	1341	1743052849088	data11_7TeV	2110-06-01 00:00:00.0
16	16	5116869627	data11_hi	2021-11-01 00:00:00.0
56	6727	633099465092	data11_comm	2110-03-01 00:00:00.0
13	24	4064026793	data12_comm	2017-03-01 00:00:00.0
26	35773	654328104248	data12_8TeV	2024-07-01 00:00:00.0
22	1692	93599753248	mc11_7TeV	2017-03-01 00:00:00.0
41	42469	7475222805439	mc11_7TeV	2016-12-01 00:00:00.0
8	4000	311192122762	mc11_7TeV	2016-03-01 00:00:00.0
35	16338	1001420783784	mc15_valid	2018-09-01 00:00:00.0
19	3889	111149814915	data16_cos	2016-05-01 00:00:00.0
6	1140	96283317816	mc14_valid	2017-12-01 00:00:00.0
54	54	19622573730	sit	2014-09-01 00:00:00.0
21	21	4276235823	group.proj-sit	2013-09-01 00:00:00.0
14	28	3485524	cond10_data	2013-01-01 00:00:00.0
2	50	41088527967	valid1	2015-09-01 00:00:00.0
5	97	436761803	data09_900GeV	2011-04-01 00:00:00.0
16	13104	1658502068640	mc12_14TeV	2018-06-01 00:00:00.0
9	9	98186110	data08_calocomm	2013-11-01 00:00:00.0
9	2249	510102813900	data09_cos	2107-08-01 00:00:00.0
16	9048	134300201518	mc11_valid	2016-08-01 00:00:00.0
46	46	20776863066	sit	2015-11-01 00:00:00.0
38	38	6458555688	data15_comm	2025-08-01 00:00:00.0
18	18	4776429674	data11_cos	2021-01-01 00:00:00.0
10	684	1480159781331	data11_7TeV	2011-03-01 00:00:00.0
22	12651	1434823100892	data12_larcomm	2110-09-01 00:00:00.0
3	48	120403650357	data11_7TeV	2017-08-01 00:00:00.0
10	10	493310273	data12_calib	2022-07-01 00:00:00.0
9	18	12425663844	data12_cvalid	2111-10-01 00:00:00.0
4	2342	3685646743497	data12_hip	2016-09-01 00:00:00.0
12	2998	77558132140	mc11_7TeV	2015-09-01 00:00:00.0
11	57392	3632416925351	data15_13TeV	2026-05-01 00:00:00.0
21	21	18382091799	group.proj-sit	2009-10-01 00:00:00.0
9	9	486671289	group.proj-sit	2014-06-01 00:00:00.0
9	9	15240596415	group.proj-sit	2008-09-01 00:00:00.0
6	9	28013523	cond12_data	2015-06-01 00:00:00.0
10	174875	1804699580540	mc12_8TeV	2019-07-01 00:00:00.0
7	3620	398052288480	valid2	2018-01-01 00:00:00.0
12	1385	259321412	data09_cos	2010-09-01 00:00:00.0
35	4115	226160243545	mc15_5TeV	2017-01-01 00:00:00.0
3	3997	7999235147639	mc16_valid	2017-06-01 00:00:00.0
31	31	3234790659	data12_comm	2022-01-01 00:00:00.0
3	1192	77605317890	data11_2p76TeV	2024-02-01 00:00:00.0
6	2016	156010676446	mc11_7TeV	2017-05-01 00:00:00.0
1	40	17682504968	valid3	2015-01-01 00:00:00.0
6	2446	2326872862609	data12_cvalid	2017-02-01 00:00:00.0
7	1012	1193802625389	valid1	2015-12-01 00:00:00.0
1	93	7824478758	data10_hi	2022-01-01 00:00:00.0
11	3155	150072750448	data12_cvalid	2024-12-01 00:00:00.0
13	13	1315281597	data09_muoncomm	2018-12-01 00:00:00.0
9	15	4144734132	data09_calophys	2011-10-01 00:00:00.0
8	39384	7144831363088	mc12_14TeV	2018-09-01 00:00:00.0
4	504	18866088045	data13_2p76TeV	2026-05-01 00:00:00.0
3	3340	2022379477098	data15_cos	2016-03-01 00:00:00.0
7	0	0	trash	2014-05-01 00:00:00.0
28	574	302944236	cond12_data	2012-10-01 00:00:00.0
12	12	869547390	data08_cos	2018-10-01 00:00:00.0
5	401	604955799	data09_2TeV	2011-01-01 00:00:00.0
27	66451	466036697043	mc12_5TeV	2016-05-01 00:00:00.0
4	1400	614354421552	mc12_7TeV	2018-09-01 00:00:00.0
5	91	2512160278	ddo	2009-07-01 00:00:00.0
3	120	14627405226	mc12_valid	2017-12-01 00:00:00.0
9	101	6342228068	data10_7TeV	2011-09-01 00:00:00.0
5	5	1288716108	data09_calocomm	2019-08-01 00:00:00.0
3	7996	3776109229542	mc12_14TeV	2014-11-01 00:00:00.0
5	1570	173373304348	data15_cos	2114-09-01 00:00:00.0
8	1631	30593503952	mc11_2TeV	2016-10-01 00:00:00.0
11	983	257089654410	mc12_valid	2016-10-01 00:00:00.0
16	7998	1131980622026	mc12_7TeV	2017-08-01 00:00:00.0
6	180	20211718228	mc14_13TeV	2017-10-01 00:00:00.0
8	8	302803808	mc15_14TeV	2018-11-01 00:00:00.0
3	11160	5389115838612	data11_hi	2017-09-01 00:00:00.0
5	737	1331681117670	data13_2p76TeV	2016-03-01 00:00:00.0
4	504	38733104787	data13_2p76TeV	2023-10-01 00:00:00.0
4	48	2833041985	data11_cvalid	2021-06-01 00:00:00.0
4	4	7496394	data11_hip	2016-10-01 00:00:00.0
15	15	709400952	data12_calib	2022-09-01 00:00:00.0
3	30	6276410697	mc12_valid	2015-09-01 00:00:00.0
12	2645	5596681494360	data08_calocomm	2107-02-01 00:00:00.0
2	2	13444440	data09_cos	2011-12-01 00:00:00.0
5	847	1568203147980	data11_7TeV	2014-08-01 00:00:00.0
11	1244	314130535932	data11_cos	2110-04-01 00:00:00.0
2	838	1352314688564	mc12_7TeV	2016-02-01 00:00:00.0
1	0	0	mc12_valid	2113-02-01 00:00:00.0
3	3	512564889	group.proj-sit	2010-06-01 00:00:00.0
3	72	3031752948	ddo	2009-12-01 00:00:00.0
6	7	666291680	data09_cos	2011-01-01 00:00:00.0
1	24976	584330559129	mc15	2016-07-01 00:00:00.0
1	0	0	data12_cvalid	2017-10-01 00:00:00.0
2	32	31872230720	data12_cos	2019-09-01 00:00:00.0
12	1988	494991313336	mc12_2TeV	2018-08-01 00:00:00.0
2	10627	6443882601316	data11_hi	2114-03-01 00:00:00.0
5	5	706307700	data11_comm	2016-05-01 00:00:00.0
3	12	2175760693	data11_7TeV	2025-05-01 00:00:00.0
2	2334	59148441383	data11_2p76TeV	2018-07-01 00:00:00.0
3	213	239699872255	data13_2p76TeV	2015-04-01 00:00:00.0
5	2866	84576285296	data12_cvalid	2024-08-01 00:00:00.0
2	227	836813551	data08_cosmag	2009-11-01 00:00:00.0
2	113	474459604442	data12_8TeV	2015-12-01 00:00:00.0
2	3	724471452	data09_cos	2011-05-01 00:00:00.0
1	35	162745373567	mc12_13TeV	2016-01-01 00:00:00.0
3	424	8803216946	data08_cos	2009-11-01 00:00:00.0
6	6674	18089497210	data11_hi	2016-06-01 00:00:00.0
2	3546	2959490106156	data12_8TeV	2113-03-01 00:00:00.0
2	2	985721448	data12_8TeV	2026-05-01 00:00:00.0
1	801	672362336	mc15_5TeV	2016-03-01 00:00:00.0
1	20	127259005371	mc12_13TeV	2016-07-01 00:00:00.0
2	15	3181823864	data13_hip	2014-08-01 00:00:00.0
2	2	70548745	data14_cos	2024-06-01 00:00:00.0
2	60	93195336808	data09_cvalid	2108-03-01 00:00:00.0
1	1	102843041	data10_calocomm	2011-01-01 00:00:00.0
1	7	1929524157	data12_8TeV	2019-10-01 00:00:00.0
2	30	41896851119	mc12_valid	2014-08-01 00:00:00.0
2	52	63244117755	data15_hi	2016-02-01 00:00:00.0
1	16	114286773	data08_cosmag	2010-06-01 00:00:00.0
1	1166	44137701611	data11_2p76TeV	2025-04-01 00:00:00.0
1	495	239292318842	mc12_2TeV	2015-11-01 00:00:00.0
1	0	0	mc15_8TeV	2017-08-01 00:00:00.0
1	1	23591896	data12_cos	2024-09-01 00:00:00.0
1	51	5680849886	data09_900GeV	2014-06-01 00:00:00.0
1016	166384	23463255469808	data15_cos	2114-02-01 00:00:00.0
10376	1693260	116103086278041	mc12_8TeV	2017-07-01 00:00:00.0
350	8386	923704797134	cond11_data	2012-04-01 00:00:00.0
978	978	26793879286	data08_cos	2018-07-01 00:00:00.0
1155	338710	50720129535771	valid1	2018-02-01 00:00:00.0
93	15999	8055852466512	data16_comm	2115-03-01 00:00:00.0
344	344	137586601908	data16_cos	2026-02-01 00:00:00.0
2970	547226	341440222297936	data15_cos	2113-11-01 00:00:00.0
1354	248497	16002145203937	data15_13TeV	2025-06-01 00:00:00.0
1699	455637	880306615738956	data16_13TeV	2018-05-01 00:00:00.0
3401	5714303	64514560421354	mc15_13TeV	2018-08-01 00:00:00.0
3902	457648	402106249411192	data15_cos	2113-12-01 00:00:00.0
4681	19141871	128201499944500	mc15_13TeV	2018-10-01 00:00:00.0
633	1363343	873455220542886	data15_13TeV	2017-12-01 00:00:00.0
353	105588	24647888502981	valid1	2017-07-01 00:00:00.0
536	60088	18046643231672	data15_comm	2114-03-01 00:00:00.0
3459	13315	70826953645	mc_evind	2016-06-01 00:00:00.0
1998	1170453	1690442010907472	data16_13TeV	2114-12-01 00:00:00.0
53	116944	105719647495064	mc12_14TeV	2014-03-01 00:00:00.0
1604	22353	334212864070	data_evind	2016-06-01 00:00:00.0
440	440	18932105173	data14_cos	2024-12-01 00:00:00.0
2846	1138153	801286757526073	mc15_13TeV	2017-07-01 00:00:00.0
520	2769	2145008173132	data16_calib	2114-09-01 00:00:00.0
154	24702	26692271310856	data15_comm	2113-11-01 00:00:00.0
189	9188	336182741848	data_test	2114-06-01 00:00:00.0
534	14245	1488441837408	data15_comm	2020-06-01 00:00:00.0
210	50463	64985743813192	data15_13TeV	2017-05-01 00:00:00.0
4499	1314586	64024987412493	mc12_8TeV	2017-06-01 00:00:00.0
15	5406	539625305427	data10_7TeV	2021-01-01 00:00:00.0
2	825	61139805052	data10_hi	2023-12-01 00:00:00.0
108	108	37409079836	data15_cos	2025-09-01 00:00:00.0
8786	837910	356303233317657	data15_13TeV	2016-11-01 00:00:00.0
196	18753	1408889860212	data15_hi	2026-01-01 00:00:00.0
354	101226	131909076302768	data15_5TeV	2018-03-01 00:00:00.0
28	58134	3992978865515	data15_13TeV	2026-06-01 00:00:00.0
1737	85170	30950172511743	mc12_8TeV	2018-07-01 00:00:00.0
74	4646	71800303200	data15_hi	2025-11-01 00:00:00.0
44	412	19402527378	mc15_14TeV	2019-05-01 00:00:00.0
1094	4690195	856370664491898	data15_13TeV	2018-01-01 00:00:00.0
110	8607	1528793180073	data15_13TeV	2026-02-01 00:00:00.0
1154	293942	171172011286214	valid1	2017-02-01 00:00:00.0
288	640092	250224595637276	mc15_14TeV	2017-01-01 00:00:00.0
212	219795	42717837251490	data15_13TeV	2018-06-01 00:00:00.0
258	93896	6012254048266	data15_13TeV	2025-11-01 00:00:00.0
1448	173858	228730045143208	data10_cos	2108-09-01 00:00:00.0
1013	1014	8342081658	data10_cos	2015-01-01 00:00:00.0
41	320	7333811466	data10_900GeV	2012-04-01 00:00:00.0
45	492	240550642499	data10_7TeV	2011-11-01 00:00:00.0
771	2649	1331849525452	data10_calib	2109-06-01 00:00:00.0
1375	76001	33063126573	mc_evind	2016-10-01 00:00:00.0
2146	456791	464434362456248	data15_13TeV	2114-03-01 00:00:00.0
4	10806	255444314229	data11_hi	2025-07-01 00:00:00.0
1114	1114	59249547636	data08_cosmag	2018-08-01 00:00:00.0
1883	165513	279111142887040	data08_cos	2107-05-01 00:00:00.0
98	6892	94731305756	data08_cos	2009-01-01 00:00:00.0
548	202785	207484663939205	data15_hi	2017-11-01 00:00:00.0
38	38	74059360	data15_comm	2018-05-01 00:00:00.0
157	1419581	16434421542639	mc12_8TeV	2018-08-01 00:00:00.0
837	4764	3477377636052	data10_calib	2108-09-01 00:00:00.0
272	272	31408374530	data10_900GeV	2020-01-01 00:00:00.0
75	590	25717188530	data10_900GeV	2012-02-01 00:00:00.0
755	755	150729419988	data10_7TeV	2020-05-01 00:00:00.0
323	323	42652801694	data10_comm	2020-04-01 00:00:00.0
1	1	29686848	data08_cosmag	2010-08-01 00:00:00.0
33	33	665066249	data09_calocomm	2019-04-01 00:00:00.0
24	144	425417808	data09_2TeV	2015-01-01 00:00:00.0
935	164687	182780825834232	data10_1beam	2108-10-01 00:00:00.0
623	111519	122368092658140	data10_7TeV	2108-10-01 00:00:00.0
17	17	1313311878	data10_cos	2020-08-01 00:00:00.0
67	67	6282598025	data10_comm	2020-08-01 00:00:00.0
29	1654	738210659212	data10_cos	2109-05-01 00:00:00.0
92	6708	6608903386697	data10_7TeV	2016-05-01 00:00:00.0
6	45	142095143	data08_idcomm	2019-01-01 00:00:00.0
61	2196	314702476510	data08_cos	2010-10-01 00:00:00.0
46	625	85987678668	data08_cosmag	2010-02-01 00:00:00.0
100	7377	336512835319	data08_cosmag	2010-09-01 00:00:00.0
69	69	1307905707	data08_1beammag	2018-07-01 00:00:00.0
229	15647	2127914569579	valid3	2017-03-01 00:00:00.0
254	254	22719003450	data09_cos	2019-08-01 00:00:00.0
97	97	4501995217	data09_muoncomm	2019-08-01 00:00:00.0
32	417	208708931148	data09_idcomm	2108-03-01 00:00:00.0
53	1852	2743470168880	data09_calophys	2108-02-01 00:00:00.0
369	34752	1979149720779	mc14_13TeV	2018-01-01 00:00:00.0
74	894	1485437683592	data15_hi	2114-09-01 00:00:00.0
8	12	577854992	data15_13TeV	2114-08-01 00:00:00.0
384	384	104902380480	data10_hi	2020-10-01 00:00:00.0
469	69494	12512745784625	data15_comm	2017-06-01 00:00:00.0
793	156115	23630067363537	valid1	2018-06-01 00:00:00.0
426	120496	145540383461317	valid1	2017-01-01 00:00:00.0
12	315	143598598000	data10_10TeV	2109-02-01 00:00:00.0
656	3139	2137628415236	data09_calib	2108-06-01 00:00:00.0
32	15393	16610398423984	data09_2TeV	2108-07-01 00:00:00.0
77	1845	89653207685	data09_1beam	2019-10-01 00:00:00.0
992	992	98529428083	data09_cos	2019-09-01 00:00:00.0
757	757	14607316765	data09_cos	2014-10-01 00:00:00.0
116	116	4748415976	data09_calophys	2014-10-01 00:00:00.0
73	831	81135339675	data09_cos	2011-11-01 00:00:00.0
60	60	3820485290	data09_1beam	2019-09-01 00:00:00.0
52	80	12768930510	data09_cos	2011-10-01 00:00:00.0
306	34006	1968892903290	mc12_8TeV	2019-05-01 00:00:00.0
59	13185	840184300483	mc15_5TeV	2019-03-01 00:00:00.0
264	158159	153107595713269	data16_13TeV	2016-09-01 00:00:00.0
2	2000	71686779080	data10_hi	2110-06-01 00:00:00.0
144	17960	2712810322432	valid3	2018-04-01 00:00:00.0
4	138	20819414	data10_hi	2017-01-01 00:00:00.0
146	57503	11017896816301	mc15_5TeV	2016-10-01 00:00:00.0
234	71799	16279559605123	valid2	2017-05-01 00:00:00.0
57	3202	8571931862	valid3	2016-10-01 00:00:00.0
362	362	30935041758	data16_comm	2026-03-01 00:00:00.0
212	11736	2876578700512	data_test	2114-01-01 00:00:00.0
50	6344	391980210690	mc14_13TeV	2018-03-01 00:00:00.0
152	49714	21677626338861	data16_cos	2016-03-01 00:00:00.0
108	44972	42925422250182	mc11_7TeV	2016-04-01 00:00:00.0
1300	496529	495803463370828	data11_7TeV	2110-01-01 00:00:00.0
248	42201	80078722679896	data_test	2113-12-01 00:00:00.0
26	15932	1223482888602	data11_7TeV	2017-10-01 00:00:00.0
72	68	38243222924	sit	2016-09-01 00:00:00.0
510	71470	98782558611492	data15_comm	2113-12-01 00:00:00.0
167	46569	1499303501414	data15_comm	2017-07-01 00:00:00.0
477	7493	7276402631164	data11_calib	2109-12-01 00:00:00.0
84	60786	4026231576702	data15_hi	2016-11-01 00:00:00.0
120	1482	2392489608784	data16_13TeV	2019-04-01 00:00:00.0
64	3392	791974526278	mc14_13TeV	2018-02-01 00:00:00.0
82	7899	181850800943	data15_comm	2017-09-01 00:00:00.0
10	12982	253855286329	mc12_valid	2016-06-01 00:00:00.0
154	69665	4678624237179	data15_hi	2026-04-01 00:00:00.0
12	4225	130766188970	mc12_valid	2015-07-01 00:00:00.0
65	15855	25748805727079	mc12_8TeV	2015-05-01 00:00:00.0
130	3297	111068171371	data15_comm	2020-07-01 00:00:00.0
251	61171	74347402544541	data16_cos	2016-09-01 00:00:00.0
5	24245	328590010218	mc12_13TeV	2016-06-01 00:00:00.0
53	366290	35794792954840	mc15_14TeV	2019-06-01 00:00:00.0
94	74	13386916486	sit	2015-01-01 00:00:00.0
35	3708	794503223453	data16_cos	2016-12-01 00:00:00.0
192	192	64820386222	data15_comm	2025-06-01 00:00:00.0
113	639	74175113295	data11_7TeV	2016-04-01 00:00:00.0
196	4083	7236427622311	data11_7TeV	2016-02-01 00:00:00.0
296	349	48568675544	data11_calib	2109-07-01 00:00:00.0
244	121054	122622291521988	data11_2p76TeV	2109-10-01 00:00:00.0
22	22	2382068414	data11_calocomm	2020-12-01 00:00:00.0
42	823	2848264714	data12_comm	2017-01-01 00:00:00.0
86	86	5274131249	data11_7TeV	2012-11-01 00:00:00.0
22	911	2529953671411	data11_7TeV	2015-09-01 00:00:00.0
137	290	79354559997	data11_cos	2016-08-01 00:00:00.0
33	33	4326856982	data11_comm	2021-07-01 00:00:00.0
194	19741	608052209794	data15_comm	2017-10-01 00:00:00.0
815	2516	264021928228	data12_8TeV	2022-03-01 00:00:00.0
257	1392	888062340712	data12_calib	2110-09-01 00:00:00.0
202	626	299476942788	data12_calib	2110-08-01 00:00:00.0
1237	33280	56411364560791	data12_8TeV	2014-04-01 00:00:00.0
695	695	129225006132	data12_8TeV	2022-07-01 00:00:00.0
114	15898	2567984485648	data12_comm	2111-04-01 00:00:00.0
25	10919	3477855238688	data12_cos	2111-04-01 00:00:00.0
3789	74734	6488674798901	data12_8TeV	2017-10-01 00:00:00.0
6341	22438	3737722823671	data12_8TeV	2017-11-01 00:00:00.0
85	783	3251834611	data12_cos	2017-11-01 00:00:00.0
48	436	202780482409	data12_comm	2017-11-01 00:00:00.0
69	14445	55279000387472	data12_8TeV	2014-12-01 00:00:00.0
562	30957	349210978827	data12_8TeV	2018-04-01 00:00:00.0
570	1109	112269624926	data13_hip	2018-01-01 00:00:00.0
503	301564	14581734358697	data12_8TeV	2023-01-01 00:00:00.0
223	14352	605450175371	data11_2p76TeV	2023-02-01 00:00:00.0
177	177	22821003797	data13_2p76TeV	2022-12-01 00:00:00.0
13	6657	28357782574172	data13_2p76TeV	2017-05-01 00:00:00.0
16	7412	34131937408212	data13_2p76TeV	2017-02-01 00:00:00.0
8	9734	1405579827150	data12_8TeV	2017-01-01 00:00:00.0
13	39154	2389276770113	data12_8TeV	2023-06-01 00:00:00.0
11	7062	555399463428	data12_8TeV	2023-12-01 00:00:00.0
279	2310	13896513001	data12_8TeV	2019-05-01 00:00:00.0
108	342	183940916832	data14_calib	2113-05-01 00:00:00.0
121	121	6622473032	data14_cos	2024-09-01 00:00:00.0
12	19548	7383218202605	data12_cvalid	2016-11-01 00:00:00.0
42	19290	2938236630954	mc12_14TeV	2017-07-01 00:00:00.0
69	1597	351071201856	data_test	2115-01-01 00:00:00.0
12	3684	256543861172	mc11_7TeV	2015-10-01 00:00:00.0
56	23438	52805366106304	mc12_7TeV	2015-08-01 00:00:00.0
85	152968	2089895342330	mc12_8TeV	2015-07-01 00:00:00.0
46	146916	28047513337123	mc11_2TeV	2017-01-01 00:00:00.0
77	20563	2610870472055	mc11_7TeV	2016-11-01 00:00:00.0
368	190386	26247067176899	mc12_7TeV	2017-05-01 00:00:00.0
106	166531	2047339337769	mc12_13TeV	2017-06-01 00:00:00.0
35	2565	125944759983	mc12_valid	2017-08-01 00:00:00.0
56	4904	3056034801420	data_test	2114-10-01 00:00:00.0
18	18	16859614664	ddo	2016-02-01 00:00:00.0
5	9	1798415418	data10_7TeV	2026-06-01 00:00:00.0
72	1468	215997807985	mc12_14TeV	2018-12-01 00:00:00.0
75	144527	99982554496268	data10_hi	2113-05-01 00:00:00.0
14	4575	2244229341344	mc15_valid	2017-06-01 00:00:00.0
64	18000	3168683216746	valid3	2017-06-01 00:00:00.0
126	126	46940599410	group.proj-sit	2011-03-01 00:00:00.0
56	56	42631752632	sit	2015-09-01 00:00:00.0
64	64	8160937120	sit	2014-08-01 00:00:00.0
69	69	8597583819	group.proj-sit	2011-11-01 00:00:00.0
108	108	36060026286	group.proj-sit	2012-07-01 00:00:00.0
12	12	2021413476	group.proj-sit	2009-07-01 00:00:00.0
18	0	0	trash	2013-03-01 00:00:00.0
630	12264	1424118045826	cond10_data	2012-04-01 00:00:00.0
8	8492	3244442856523	mc11_7TeV	2017-06-01 00:00:00.0
36	36	3648542490	group.proj-sit	2011-02-01 00:00:00.0
30	4980	128967483075	comcond	2012-04-01 00:00:00.0
42	448	8119566	cond11_data	2012-09-01 00:00:00.0
30	9165	673465479690	comcond	2012-11-01 00:00:00.0
14	14	13129502582	ddo	2014-01-01 00:00:00.0
42	1260	100111125338	cond11_data	2012-06-01 00:00:00.0
75	10567	460212727013	data12_8TeV	2026-04-01 00:00:00.0
12	14055	227781287877	mc15_13TeV	2015-06-01 00:00:00.0
140	12180	933101394750	cond09_data	2012-04-01 00:00:00.0
101	3832	9906853602	mc15_13TeV	2015-10-01 00:00:00.0
87	11075	7039960990888	data15_13TeV	2016-03-01 00:00:00.0
18	10362	3744282636143	mc12_5TeV	2016-02-01 00:00:00.0
17	77790	14076170469282	mc15_14TeV	2016-01-01 00:00:00.0
1	247	48639732	data15_test	2018-05-01 00:00:00.0
31	3590	1176881658732	data12_1beam	2110-10-01 00:00:00.0
26	10224	11315571415	mc15_13TeV	2015-07-01 00:00:00.0
3	18248	11385101223912	data10_hi	2113-03-01 00:00:00.0
50	16302	19589558199644	data16_cos	2016-07-01 00:00:00.0
2	1440	76450690629	mc11_2TeV	2015-03-01 00:00:00.0
31	111	183715344884	data15_tilecomm	2114-06-01 00:00:00.0
6	6140	5413921903	data11_hi	2016-09-01 00:00:00.0
18	3341	176016237170	data09_2TeV	2020-04-01 00:00:00.0
3	3	63022495	data09_calocomm	2014-02-01 00:00:00.0
12	67	639818462	data09_1beam	2011-12-01 00:00:00.0
7	41	942855053	data10_cos	2012-04-01 00:00:00.0
45	13383	10456504994	valid3	2016-05-01 00:00:00.0
89	215	213524094968	data15_calib	2114-09-01 00:00:00.0
49	6151	6777551866040	mc15_valid	2016-12-01 00:00:00.0
18	12738	3913751615	data10_hi	2019-07-01 00:00:00.0
17	3564	259061864575	data10_7TeV	2023-12-01 00:00:00.0
2	2	2823432224	ddo	2016-05-01 00:00:00.0
60	12396	5002535441	data10_7TeV	2016-11-01 00:00:00.0
5	500	396700942017	valid3	2017-12-01 00:00:00.0
51	150682	1112521407587	mc11_7TeV	2016-05-01 00:00:00.0
27	8443	856903705992	data15_cos	2017-09-01 00:00:00.0
101	598134	12709868797476	mc15_valid	2016-09-01 00:00:00.0
2	2	6539936	data11_900GeV	2109-11-01 00:00:00.0
2	51	109731993349	data11_7TeV	2011-07-01 00:00:00.0
42	209	2651758423	data12_1beam	2017-02-01 00:00:00.0
2	2	410414506	data12_calib	2017-08-01 00:00:00.0
33	33	3768302386	data12_hip	2022-07-01 00:00:00.0
18	1138	194973126600	data12_cos	2111-03-01 00:00:00.0
88	1334	100846505239	data13_comm	2017-12-01 00:00:00.0
9	3039	919381777	mc_evind	2015-11-01 00:00:00.0
3	7	13509388341	ddo	2009-03-01 00:00:00.0
33	24453	220750030187	mc15_valid	2016-06-01 00:00:00.0
39	39	1578231189	group.proj-sit	2011-01-01 00:00:00.0
4	444	197762361	data10_900GeV	2016-11-01 00:00:00.0
14	28	553736624	cond12_data	2013-05-01 00:00:00.0
56	3360	4753304715430	data10_7TeV	2012-09-01 00:00:00.0
4	85628	2786204259696	mc15_8TeV	2018-11-01 00:00:00.0
4	110	166549877403	mc12_8TeV	2013-07-01 00:00:00.0
7	1386	874673720	data10_900GeV	2016-06-01 00:00:00.0
49	395	38484970492	data10_7TeV	2011-06-01 00:00:00.0
15	15	321753984	data09_cos	2010-06-01 00:00:00.0
18	19	166174798	data08_cos	2018-12-01 00:00:00.0
14	70	37704761622	data10_7TeV	2012-01-01 00:00:00.0
19	15380	431090528903	data15_hi	2016-12-01 00:00:00.0
29	3709	1829118495964	data11_cos	2109-11-01 00:00:00.0
8	4036	13510946660	data11_7TeV	2021-11-01 00:00:00.0
2	289	1045905640665	data12_8TeV	2015-02-01 00:00:00.0
10	1084	4945784503846	data13_2p76TeV	2017-01-01 00:00:00.0
4	300	9502945788	mc12_valid	2017-04-01 00:00:00.0
4	780	69760299066	mc12_5TeV	2017-09-01 00:00:00.0
18	18	3570471591	data16_comm	2026-07-01 00:00:00.0
13	39	10081539	cond12_data	2015-11-01 00:00:00.0
14	28	9817762598	ddo	2014-11-01 00:00:00.0
11	2528	5417138844263	mc12_2TeV	2015-12-01 00:00:00.0
6	4975	1952432646987	mc10_2TeV	2016-12-01 00:00:00.0
21	134	12433209878	data09_2TeV	2019-11-01 00:00:00.0
26	26	1276730927	data09_calophys	2019-06-01 00:00:00.0
4	4	51800614	data10_1beam	2011-03-01 00:00:00.0
16	16	1268201048	data15_cos	2025-10-01 00:00:00.0
31	8210	11770614836867	data16_13TeV	2016-07-01 00:00:00.0
27	2436	19877179858	data_evind	2016-10-01 00:00:00.0
9	6800	2069594591166	mc12_14TeV	2018-02-01 00:00:00.0
8	459	293423071469	mc12_valid	2016-07-01 00:00:00.0
40	8724	21997976226179	data11_7TeV	2016-01-01 00:00:00.0
9	30	2699410336	data11_cos	2013-08-01 00:00:00.0
9	96	89590156824	data13_tilecomm	2111-09-01 00:00:00.0
2	54	46735786192	data12_8TeV	2111-09-01 00:00:00.0
1	13	30293075066	data15_hi	2016-08-01 00:00:00.0
2	1100	9204281137	mc14_cos	2016-08-01 00:00:00.0
14	182	3416952	cond11_data	2012-11-01 00:00:00.0
6	1394	3231812095056	data11_7TeV	2110-09-01 00:00:00.0
28	28	957631384	data09_cos	2014-11-01 00:00:00.0
14	29325	1883191338363	data16_13TeV	2017-04-01 00:00:00.0
6	162	110260530	data12_8TeV	2020-01-01 00:00:00.0
34	34	2030009773	data11_comm	2021-04-01 00:00:00.0
2	33	35189388752	data13_hip	2014-02-01 00:00:00.0
1	4197	1506550305220	data15_hi	2114-08-01 00:00:00.0
18	7097	10283487251575	mc12_8TeV	2016-03-01 00:00:00.0
7	10007	1354762505746	mc12_2TeV	2016-01-01 00:00:00.0
15	15	2028050697	group.proj-sit	2009-05-01 00:00:00.0
9	9	301706169	group.proj-sit	2010-05-01 00:00:00.0
4	1331	45776751515	data10_900GeV	2017-05-01 00:00:00.0
2	2	1233754	data08_1beammag	2010-01-01 00:00:00.0
1	109734	19076962428	mc15_5TeV	2016-02-01 00:00:00.0
4	427	12680110752	data12_cos	2015-11-01 00:00:00.0
2	40	88805006703	mc12_8TeV	2014-03-01 00:00:00.0
4	400	6561336200	mc11_8TeV	2018-05-01 00:00:00.0
1	93	3793568	data10_hi	2017-02-01 00:00:00.0
2	2	147544	data09_1beam	2014-12-01 00:00:00.0
1	458	119691623844	data09_muoncomm	2108-02-01 00:00:00.0
4	2201	170737493166	data10_7TeV	2020-12-01 00:00:00.0
5	2455	397229846648	mc11_2TeV	2016-11-01 00:00:00.0
3	119694	23290757322	mc15_5TeV	2015-11-01 00:00:00.0
5	63	87058008763	data11_7TeV	2011-08-01 00:00:00.0
4	244	54602959672	data12_larcomm	2111-04-01 00:00:00.0
3	95	4180042688	data12_comm	2111-06-01 00:00:00.0
5	5	33724520	data08_tilecomm	2018-06-01 00:00:00.0
1	23	8897493	mc14_8TeV	2015-07-01 00:00:00.0
3	2996	1048834146921	mc12_5TeV	2014-08-01 00:00:00.0
4	17	11725281756	data10_cos	2011-02-01 00:00:00.0
4	9	3501208098	data08_cos	2009-12-01 00:00:00.0
3	55	14834798341	data09_calophys	2011-11-01 00:00:00.0
2	1698	1570746790	data11_hi	2024-12-01 00:00:00.0
